symboling,normalized-losses,make,fuel-type,aspiration,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,city-l100km,highway-l100km,price,horsepower-cubos
1,154,plymouth,gas,std,four,hatchback,fwd,front,93.7,0.7558865929841423,0.8861111111111111,0.8461538461538463,1967,ohc,four,90,2bbl,2.97,3.23,9.4,68.0,5500.0,7.587096774193548,6.189473684210526,6229.0,Bajo
1,154,plymouth,gas,std,four,sedan,fwd,front,93.7,0.8039404132628545,0.8861111111111111,0.8494983277591973,1989,ohc,four,90,2bbl,2.97,3.23,9.4,68.0,5500.0,7.587096774193548,6.189473684210526,6692.0,Bajo
1,154,plymouth,gas,std,four,sedan,fwd,front,93.7,0.8039404132628545,0.8861111111111111,0.8494983277591973,2191,ohc,four,98,2bbl,2.97,3.23,9.4,68.0,5500.0,7.587096774193548,6.189473684210526,7609.0,Bajo
-1,74,plymouth,gas,std,four,wagon,fwd,front,103.3,0.8390197020663143,0.8972222222222221,1.0,2535,ohc,four,122,2bbl,3.35,3.46,8.5,88.0,5000.0,9.8,7.84,8921.0,Bajo
3,122,plymouth,gas,turbo,two,hatchback,rwd,front,95.9,0.8322921672272945,0.9208333333333333,0.8394648829431439,2818,ohc,four,156,spdi,3.59,3.86,7.0,145.0,5000.0,12.378947368421052,9.8,12764.0,Medio
3,186,porsche,gas,std,two,hatchback,rwd,front,94.5,0.8116290245074483,0.9486111111111111,0.8394648829431439,2778,ohc,four,151,mpfi,3.94,3.11,9.5,143.0,5500.0,12.378947368421052,8.71111111111111,22018.0,Medio
3,122,porsche,gas,std,two,hardtop,rwd,rear,89.5,0.8116290245074483,0.9027777777777778,0.8628762541806021,2756,ohcf,six,194,mpfi,3.74,2.9,9.5,207.0,5900.0,13.835294117647058,9.408,32528.0,Alto
3,122,porsche,gas,std,two,hardtop,rwd,rear,89.5,0.8116290245074483,0.9027777777777778,0.8628762541806021,2756,ohcf,six,194,mpfi,3.74,2.9,9.5,207.0,5900.0,13.835294117647058,9.408,34028.0,Alto
3,122,porsche,gas,std,two,convertible,rwd,rear,89.5,0.8116290245074483,0.9027777777777778,0.8628762541806021,2800,ohcf,six,194,mpfi,3.74,2.9,9.5,207.0,5900.0,13.835294117647058,9.408,37028.0,Alto
0,122,renault,gas,std,four,wagon,fwd,front,96.1,0.8721768380586257,0.9236111111111112,0.9230769230769231,2579,ohc,four,132,mpfi,3.46,3.9,8.7,104.256157635468,5125.369458128079,10.22608695652174,7.587096774193548,9295.0,Medio
2,122,renault,gas,std,two,hatchback,fwd,front,96.1,0.849591542527631,0.9249999999999999,0.8444816053511706,2460,ohc,four,132,mpfi,3.46,3.9,8.7,104.256157635468,5125.369458128079,10.22608695652174,7.587096774193548,9895.0,Medio
3,150,saab,gas,std,two,hatchback,fwd,front,99.1,0.8966842864007688,0.9236111111111112,0.9381270903010034,2658,ohc,four,121,mpfi,3.54,3.07,9.31,110.0,5250.0,11.2,8.4,11850.0,Medio
2,104,saab,gas,std,four,sedan,fwd,front,99.1,0.8966842864007688,0.9236111111111112,0.9381270903010034,2695,ohc,four,121,mpfi,3.54,3.07,9.3,110.0,5250.0,11.2,8.4,12170.0,Medio
3,150,saab,gas,std,two,hatchback,fwd,front,99.1,0.8966842864007688,0.9236111111111112,0.9381270903010034,2707,ohc,four,121,mpfi,2.54,2.07,9.3,110.0,5250.0,11.2,8.4,15040.0,Medio
2,104,saab,gas,std,four,sedan,fwd,front,99.1,0.8966842864007688,0.9236111111111112,0.9381270903010034,2758,ohc,four,121,mpfi,3.54,3.07,9.3,110.0,5250.0,11.2,8.4,15510.0,Medio
3,150,saab,gas,turbo,two,hatchback,fwd,front,99.1,0.8966842864007688,0.9236111111111112,0.9381270903010034,2808,dohc,four,121,mpfi,3.54,3.07,9.0,160.0,5500.0,12.378947368421052,9.046153846153846,18150.0,Alto
2,104,saab,gas,turbo,four,sedan,fwd,front,99.1,0.8966842864007688,0.9236111111111112,0.9381270903010034,2847,dohc,four,121,mpfi,3.54,3.07,9.0,160.0,5500.0,12.378947368421052,9.046153846153846,18620.0,Alto
2,83,subaru,gas,std,two,hatchback,fwd,front,93.7,0.7539644401729938,0.8805555555555555,0.8979933110367894,2050,ohcf,four,97,2bbl,3.62,2.36,9.0,69.0,4900.0,7.587096774193548,6.533333333333333,5118.0,Bajo
2,83,subaru,gas,std,two,hatchback,fwd,front,93.7,0.758769822200865,0.8833333333333333,0.8979933110367894,2120,ohcf,four,108,2bbl,3.62,2.64,8.7,73.0,4400.0,9.046153846153846,7.587096774193548,7053.0,Bajo
2,83,subaru,gas,std,two,hatchback,4wd,front,93.3,0.7558865929841423,0.8861111111111111,0.931438127090301,2240,ohcf,four,108,2bbl,3.62,2.64,8.7,73.0,4400.0,9.046153846153846,7.587096774193548,7603.0,Bajo
0,102,subaru,gas,std,four,sedan,fwd,front,97.2,0.8265257087938491,0.9083333333333334,0.8779264214046824,2145,ohcf,four,108,2bbl,3.62,2.64,9.5,82.0,4800.0,7.35,6.356756756756757,7126.0,Bajo
0,102,subaru,gas,std,four,sedan,fwd,front,97.2,0.8265257087938491,0.9083333333333334,0.8779264214046824,2190,ohcf,four,108,2bbl,3.62,2.64,9.5,82.0,4400.0,8.4,7.127272727272727,7775.0,Bajo
0,102,subaru,gas,std,four,sedan,fwd,front,97.2,0.8265257087938491,0.9083333333333334,0.8779264214046824,2340,ohcf,four,108,mpfi,3.62,2.64,9.0,94.0,5200.0,9.046153846153846,7.35,9960.0,Bajo
0,102,subaru,gas,std,four,sedan,4wd,front,97.0,0.8265257087938491,0.9083333333333334,0.9080267558528428,2385,ohcf,four,108,2bbl,3.62,2.64,9.0,82.0,4800.0,9.8,9.408,9233.0,Bajo
0,102,subaru,gas,turbo,four,sedan,4wd,front,97.0,0.8265257087938491,0.9083333333333334,0.9080267558528428,2510,ohcf,four,108,mpfi,3.62,2.64,7.7,111.0,4800.0,9.8,8.110344827586207,11259.0,Medio
0,89,subaru,gas,std,four,wagon,fwd,front,97.0,0.8337337818356559,0.9083333333333334,0.8862876254180603,2290,ohcf,four,108,2bbl,3.62,2.64,9.0,82.0,4800.0,8.4,7.35,7463.0,Bajo
0,89,subaru,gas,std,four,wagon,fwd,front,97.0,0.8337337818356559,0.9083333333333334,0.8862876254180603,2455,ohcf,four,108,mpfi,3.62,2.64,9.0,94.0,5200.0,9.408,7.587096774193548,10198.0,Bajo
0,85,subaru,gas,std,four,wagon,4wd,front,96.9,0.8342143200384431,0.9083333333333334,0.9180602006688964,2420,ohcf,four,108,2bbl,3.62,2.64,9.0,82.0,4800.0,10.22608695652174,8.110344827586207,8013.0,Bajo
0,85,subaru,gas,turbo,four,wagon,4wd,front,96.9,0.8342143200384431,0.9083333333333334,0.9180602006688964,2650,ohcf,four,108,mpfi,3.62,2.64,7.7,111.0,4800.0,10.22608695652174,10.22608695652174,11694.0,Medio
1,87,toyota,gas,std,two,hatchback,fwd,front,95.7,0.762614127823162,0.8833333333333333,0.911371237458194,1985,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,6.72,6.030769230769231,5348.0,Bajo
1,87,toyota,gas,std,two,hatchback,fwd,front,95.7,0.762614127823162,0.8833333333333333,0.911371237458194,2040,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,7.587096774193548,6.189473684210526,6338.0,Bajo
1,74,toyota,gas,std,four,hatchback,fwd,front,95.7,0.762614127823162,0.8833333333333333,0.911371237458194,2015,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,7.587096774193548,6.189473684210526,6488.0,Bajo
0,77,toyota,gas,std,four,wagon,fwd,front,95.7,0.8154733301297453,0.8833333333333333,0.988294314381271,2280,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,7.587096774193548,6.356756756756757,6918.0,Bajo
0,81,toyota,gas,std,four,wagon,4wd,front,95.7,0.8154733301297453,0.8833333333333333,0.988294314381271,2290,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,8.71111111111111,7.35,7898.0,Bajo
0,91,toyota,gas,std,four,wagon,4wd,front,95.7,0.8154733301297453,0.8833333333333333,0.988294314381271,3110,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,8.71111111111111,7.35,8778.0,Bajo
0,91,toyota,gas,std,four,sedan,fwd,front,95.7,0.7991350312349833,0.8944444444444445,0.8862876254180603,2081,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,7.84,6.356756756756757,6938.0,Bajo
0,91,toyota,gas,std,four,hatchback,fwd,front,95.7,0.7991350312349833,0.8944444444444445,0.882943143812709,2109,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,7.84,6.356756756756757,7198.0,Bajo
0,91,toyota,diesel,std,four,sedan,fwd,front,95.7,0.7991350312349833,0.8944444444444445,0.8862876254180603,2275,ohc,four,110,idi,3.27,3.35,22.5,56.0,4500.0,6.917647058823529,6.533333333333333,7898.0,Bajo
0,91,toyota,diesel,std,four,hatchback,fwd,front,95.7,0.7991350312349833,0.8944444444444445,0.882943143812709,2275,ohc,four,110,idi,3.27,3.35,22.5,56.0,4500.0,6.189473684210526,5.004255319148936,7788.0,Bajo
0,91,toyota,gas,std,four,sedan,fwd,front,95.7,0.7991350312349833,0.8944444444444445,0.8862876254180603,2094,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,6.189473684210526,5.004255319148936,7738.0,Bajo
0,91,toyota,gas,std,four,hatchback,fwd,front,95.7,0.7991350312349833,0.8944444444444445,0.882943143812709,2122,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,8.4,6.917647058823529,8358.0,Bajo
0,91,toyota,gas,std,four,sedan,fwd,front,95.7,0.7991350312349833,0.8944444444444445,0.882943143812709,2140,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,8.4,6.917647058823529,9258.0,Bajo
1,168,toyota,gas,std,two,sedan,rwd,front,94.5,0.810667948101874,0.8888888888888888,0.8795986622073579,2169,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,8.110344827586207,6.917647058823529,8058.0,Bajo
1,168,toyota,gas,std,two,hatchback,rwd,front,94.5,0.810667948101874,0.8888888888888888,0.8795986622073579,2204,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,8.110344827586207,6.917647058823529,8238.0,Bajo
1,168,toyota,gas,std,two,sedan,rwd,front,94.5,0.810667948101874,0.8888888888888888,0.8795986622073579,2265,dohc,four,98,mpfi,3.24,3.08,9.4,112.0,6600.0,9.046153846153846,8.110344827586207,9298.0,Medio
1,168,toyota,gas,std,two,hatchback,rwd,front,94.5,0.810667948101874,0.8888888888888888,0.8795986622073579,2300,dohc,four,98,mpfi,3.24,3.08,9.4,112.0,6600.0,9.046153846153846,8.110344827586207,9538.0,Medio
2,134,toyota,gas,std,two,hardtop,rwd,front,98.4,0.8467083133109082,0.911111111111111,0.8695652173913044,2540,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,9.8,7.84,8449.0,Medio
2,134,toyota,gas,std,two,hardtop,rwd,front,98.4,0.8467083133109082,0.911111111111111,0.8695652173913044,2536,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,9.8,7.84,9639.0,Medio
2,134,toyota,gas,std,two,hatchback,rwd,front,98.4,0.8467083133109082,0.911111111111111,0.8695652173913044,2551,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,9.8,7.84,9989.0,Medio
2,134,toyota,gas,std,two,hardtop,rwd,front,98.4,0.8467083133109082,0.911111111111111,0.8695652173913044,2679,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,9.8,7.84,11199.0,Medio
2,134,toyota,gas,std,two,hatchback,rwd,front,98.4,0.8467083133109082,0.911111111111111,0.8695652173913044,2714,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,9.8,7.84,11549.0,Medio
2,134,toyota,gas,std,two,convertible,rwd,front,98.4,0.8467083133109082,0.911111111111111,0.8862876254180603,2975,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,9.8,7.84,17669.0,Medio
-1,65,toyota,gas,std,four,sedan,fwd,front,102.4,0.8438250840941854,0.9236111111111112,0.9180602006688964,2326,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,4200.0,8.110344827586207,6.917647058823529,8948.0,Bajo
-1,65,toyota,diesel,turbo,four,sedan,fwd,front,102.4,0.8438250840941854,0.9236111111111112,0.9180602006688964,2480,ohc,four,110,idi,3.27,3.35,22.5,73.0,4500.0,7.84,7.127272727272727,10698.0,Bajo
-1,65,toyota,gas,std,four,hatchback,fwd,front,102.4,0.8438250840941854,0.9236111111111112,0.9013377926421405,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,4200.0,8.71111111111111,7.35,9988.0,Bajo
-1,65,toyota,gas,std,four,sedan,fwd,front,102.4,0.8438250840941854,0.9236111111111112,0.9180602006688964,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,4200.0,8.71111111111111,7.35,10898.0,Bajo
-1,65,toyota,gas,std,four,hatchback,fwd,front,102.4,0.8438250840941854,0.9236111111111112,0.9013377926421405,2458,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,4200.0,8.71111111111111,7.35,11248.0,Bajo
3,197,toyota,gas,std,two,hatchback,rwd,front,102.9,0.8817876021143681,0.9402777777777778,0.8695652173913044,2976,dohc,six,171,mpfi,3.27,3.35,9.3,161.0,5200.0,11.76,9.8,16558.0,Alto
3,197,toyota,gas,std,two,hatchback,rwd,front,102.9,0.8817876021143681,0.9402777777777778,0.8695652173913044,3016,dohc,six,171,mpfi,3.27,3.35,9.3,161.0,5200.0,12.378947368421052,9.8,15998.0,Alto
-1,90,toyota,gas,std,four,sedan,rwd,front,104.5,0.9024507448342144,0.9236111111111112,0.9046822742474917,3131,dohc,six,171,mpfi,3.27,3.35,9.2,156.0,5200.0,11.76,9.8,15690.0,Alto
-1,122,toyota,gas,std,four,wagon,rwd,front,104.5,0.9024507448342144,0.9236111111111112,0.9046822742474917,3151,dohc,six,161,mpfi,3.27,3.35,9.2,156.0,5200.0,12.378947368421052,9.8,15750.0,Alto
2,122,volkswagen,diesel,std,two,sedan,fwd,front,97.3,0.8250840941854877,0.9097222222222222,0.931438127090301,2261,ohc,four,97,idi,3.01,3.4,23.0,52.0,4800.0,6.356756756756757,5.113043478260869,7775.0,Bajo
2,122,volkswagen,gas,std,two,sedan,fwd,front,97.3,0.8250840941854877,0.9097222222222222,0.931438127090301,2209,ohc,four,109,mpfi,3.19,3.4,9.0,85.0,5250.0,8.71111111111111,6.917647058823529,7975.0,Bajo
2,94,volkswagen,diesel,std,four,sedan,fwd,front,97.3,0.8250840941854877,0.9097222222222222,0.931438127090301,2264,ohc,four,97,idi,3.01,3.4,23.0,52.0,4800.0,6.356756756756757,5.113043478260869,7995.0,Bajo
2,94,volkswagen,gas,std,four,sedan,fwd,front,97.3,0.8250840941854877,0.9097222222222222,0.931438127090301,2212,ohc,four,109,mpfi,3.19,3.4,9.0,85.0,5250.0,8.71111111111111,6.917647058823529,8195.0,Bajo
2,94,volkswagen,gas,std,four,sedan,fwd,front,97.3,0.8250840941854877,0.9097222222222222,0.931438127090301,2275,ohc,four,109,mpfi,3.19,3.4,9.0,85.0,5250.0,8.71111111111111,6.917647058823529,8495.0,Bajo
2,94,volkswagen,diesel,turbo,four,sedan,fwd,front,97.3,0.8250840941854877,0.9097222222222222,0.931438127090301,2319,ohc,four,97,idi,3.01,3.4,23.0,68.0,4500.0,6.356756756756757,5.6,9495.0,Bajo
2,94,volkswagen,gas,std,four,sedan,fwd,front,97.3,0.8250840941854877,0.9097222222222222,0.931438127090301,2300,ohc,four,109,mpfi,3.19,3.4,10.0,100.0,5500.0,9.046153846153846,7.35,9995.0,Bajo
3,122,volkswagen,gas,std,two,convertible,fwd,front,94.5,0.7654973570398848,0.8916666666666667,0.9297658862876255,2254,ohc,four,109,mpfi,3.19,3.4,8.5,90.0,5500.0,9.8,8.110344827586207,11595.0,Bajo
3,256,volkswagen,gas,std,two,hatchback,fwd,front,94.5,0.7962518020182604,0.8888888888888888,0.8595317725752508,2221,ohc,four,109,mpfi,3.19,3.4,8.5,90.0,5500.0,9.8,8.110344827586207,9980.0,Bajo
0,122,volkswagen,gas,std,four,sedan,fwd,front,100.4,0.865929841422393,0.9291666666666667,0.9214046822742475,2661,ohc,five,136,mpfi,3.19,3.4,8.5,110.0,5500.0,12.378947368421052,9.8,13295.0,Medio
0,122,volkswagen,diesel,turbo,four,sedan,fwd,front,100.4,0.865929841422393,0.9291666666666667,0.9214046822742475,2579,ohc,four,97,idi,3.01,3.4,23.0,68.0,4500.0,7.127272727272727,6.189473684210526,13845.0,Bajo
0,122,volkswagen,gas,std,four,wagon,fwd,front,100.4,0.8798654493032196,0.9291666666666667,0.9214046822742475,2563,ohc,four,109,mpfi,3.19,3.4,9.0,88.0,5500.0,9.408,7.587096774193548,12290.0,Bajo
-2,103,volvo,gas,std,four,sedan,rwd,front,104.3,0.9072561268620856,0.9333333333333333,0.939799331103679,2912,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,10.22608695652174,8.4,12940.0,Medio
-1,74,volvo,gas,std,four,wagon,rwd,front,104.3,0.9072561268620856,0.9333333333333333,0.9615384615384616,3034,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,10.22608695652174,8.4,13415.0,Medio
-2,103,volvo,gas,std,four,sedan,rwd,front,104.3,0.9072561268620856,0.9333333333333333,0.939799331103679,2935,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,9.8,8.4,15985.0,Medio
-1,74,volvo,gas,std,four,wagon,rwd,front,104.3,0.9072561268620856,0.9333333333333333,0.9615384615384616,3042,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,9.8,8.4,16515.0,Medio
-2,103,volvo,gas,turbo,four,sedan,rwd,front,104.3,0.9072561268620856,0.9333333333333333,0.939799331103679,3045,ohc,four,130,mpfi,3.62,3.15,7.5,162.0,5100.0,13.835294117647058,10.69090909090909,18420.0,Alto
-1,74,volvo,gas,turbo,four,wagon,rwd,front,104.3,0.9072561268620856,0.9333333333333333,0.9615384615384616,3157,ohc,four,130,mpfi,3.62,3.15,7.5,162.0,5100.0,13.835294117647058,10.69090909090909,18950.0,Alto
-1,95,volvo,gas,std,four,sedan,rwd,front,109.1,0.9072561268620856,0.9569444444444445,0.9280936454849499,2952,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,10.22608695652174,8.4,16845.0,Medio
-1,95,volvo,gas,turbo,four,sedan,rwd,front,109.1,0.9072561268620856,0.9555555555555555,0.9280936454849499,3049,ohc,four,141,mpfi,3.78,3.15,8.7,160.0,5300.0,12.378947368421052,9.408,19045.0,Alto
-1,95,volvo,gas,std,four,sedan,rwd,front,109.1,0.9072561268620856,0.9569444444444445,0.9280936454849499,3012,ohcv,six,173,mpfi,3.58,2.87,8.8,134.0,5500.0,13.066666666666666,10.22608695652174,21485.0,Medio
-1,95,volvo,diesel,turbo,four,sedan,rwd,front,109.1,0.9072561268620856,0.9569444444444445,0.9280936454849499,3217,ohc,six,145,idi,3.01,3.4,23.0,106.0,4800.0,9.046153846153846,8.71111111111111,22470.0,Medio
-1,95,volvo,gas,turbo,four,sedan,rwd,front,109.1,0.9072561268620856,0.9569444444444445,0.9280936454849499,3062,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,12.378947368421052,9.408,22625.0,Medio
