,Price,Mileage,Make,Model,Trim,Type,Cylinder,Liter,Doors,Cruise,Sound,Leather
259,12230.09977244654,28408,Chevrolet,Cavalier,LS Sport Coupe 2D,Coupe,4,2.2,2,0,1,1
260,14222.305395243346,8427,Chevrolet,Cavalier,LS Sport Sedan 4D,Sedan,4,2.2,4,0,1,1
261,14266.912575846063,8615,Chevrolet,Cavalier,LS Sport Sedan 4D,Sedan,4,2.2,4,0,1,1
262,14255.747681521736,16958,Chevrolet,Cavalier,LS Sport Sedan 4D,Sedan,4,2.2,4,0,1,1
263,13762.901446893544,18040,Chevrolet,Cavalier,LS Sport Sedan 4D,Sedan,4,2.2,4,1,1,1
264,14275.127635158415,18533,Chevrolet,Cavalier,LS Sport Sedan 4D,Sedan,4,2.2,4,1,1,1
265,13688.000109270784,18766,Chevrolet,Cavalier,LS Sport Sedan 4D,Sedan,4,2.2,4,1,1,1
266,13308.833749454361,20043,Chevrolet,Cavalier,LS Sport Sedan 4D,Sedan,4,2.2,4,0,1,1
267,14145.880989324742,20512,Chevrolet,Cavalier,LS Sport Sedan 4D,Sedan,4,2.2,4,1,1,1
268,12944.938753662873,21684,Chevrolet,Cavalier,LS Sport Sedan 4D,Sedan,4,2.2,4,0,1,1
269,12846.06159316455,27560,Chevrolet,Cavalier,LS Sport Sedan 4D,Sedan,4,2.2,4,1,1,1
270,14061.122765022626,4922,Chevrolet,Cavalier,Sedan 4D,Sedan,4,2.2,4,0,1,1
271,13072.841630532866,14311,Chevrolet,Cavalier,Sedan 4D,Sedan,4,2.2,4,0,1,1
272,11699.03391563883,19816,Chevrolet,Cavalier,Sedan 4D,Sedan,4,2.2,4,1,1,1
273,12257.164085615683,21492,Chevrolet,Cavalier,Sedan 4D,Sedan,4,2.2,4,1,1,1
274,11574.173812653244,21525,Chevrolet,Cavalier,Sedan 4D,Sedan,4,2.2,4,0,1,1
275,11539.048533285562,24163,Chevrolet,Cavalier,Sedan 4D,Sedan,4,2.2,4,0,1,1
276,12243.06062412558,25014,Chevrolet,Cavalier,Sedan 4D,Sedan,4,2.2,4,1,1,1
277,11671.858126735604,25727,Chevrolet,Cavalier,Sedan 4D,Sedan,4,2.2,4,1,1,1
278,11464.62885878371,29410,Chevrolet,Cavalier,Sedan 4D,Sedan,4,2.2,4,1,1,1
279,10546.782745107646,38866,Chevrolet,Cavalier,Sedan 4D,Sedan,4,2.2,4,1,1,1
280,15553.208714413295,7695,Chevrolet,Classic,Sedan 4D,Sedan,4,2.2,4,0,1,1
281,15047.002738089295,12305,Chevrolet,Classic,Sedan 4D,Sedan,4,2.2,4,1,1,1
282,13540.041641654241,17343,Chevrolet,Classic,Sedan 4D,Sedan,4,2.2,4,0,1,1
283,14077.96885276131,17445,Chevrolet,Classic,Sedan 4D,Sedan,4,2.2,4,0,1,1
284,12981.952029297108,20309,Chevrolet,Classic,Sedan 4D,Sedan,4,2.2,4,1,1,1
285,13436.000149439828,20530,Chevrolet,Classic,Sedan 4D,Sedan,4,2.2,4,0,1,1
286,13161.942827767865,21145,Chevrolet,Classic,Sedan 4D,Sedan,4,2.2,4,1,1,1
287,14220.013215188805,23069,Chevrolet,Classic,Sedan 4D,Sedan,4,2.2,4,1,1,1
288,12379.126473348571,31199,Chevrolet,Classic,Sedan 4D,Sedan,4,2.2,4,1,1,1
289,11581.905044454326,36566,Chevrolet,Classic,Sedan 4D,Sedan,4,2.2,4,0,1,1
290,14023.938546730307,13776,Chevrolet,Cobalt,Coupe 2D,Coupe,4,2.2,2,0,1,1
291,12810.910584964524,19461,Chevrolet,Cobalt,Coupe 2D,Coupe,4,2.2,2,1,1,1
292,13135.905032318326,21796,Chevrolet,Cobalt,Coupe 2D,Coupe,4,2.2,2,1,1,1
293,13106.900423660765,21910,Chevrolet,Cobalt,Coupe 2D,Coupe,4,2.2,2,0,1,1
294,12845.174249314841,22382,Chevrolet,Cobalt,Coupe 2D,Coupe,4,2.2,2,1,1,1
295,12570.136681014188,22479,Chevrolet,Cobalt,Coupe 2D,Coupe,4,2.2,2,0,1,1
296,12897.929536916681,23200,Chevrolet,Cobalt,Coupe 2D,Coupe,4,2.2,2,1,1,1
297,11961.619958412773,27394,Chevrolet,Cobalt,Coupe 2D,Coupe,4,2.2,2,1,1,1
298,12706.911347976398,27521,Chevrolet,Cobalt,Coupe 2D,Coupe,4,2.2,2,1,1,1
299,12487.0542927355,28492,Chevrolet,Cobalt,Coupe 2D,Coupe,4,2.2,2,0,1,1
300,15635.796159727384,1169,Chevrolet,Cobalt,LS Coupe 2D,Coupe,4,2.2,2,0,1,1
301,15747.803969373439,6048,Chevrolet,Cobalt,LS Coupe 2D,Coupe,4,2.2,2,0,1,1
302,14619.07856273385,15768,Chevrolet,Cobalt,LS Coupe 2D,Coupe,4,2.2,2,1,1,1
303,14185.0215527411,20374,Chevrolet,Cobalt,LS Coupe 2D,Coupe,4,2.2,2,0,1,1
304,13699.035780275084,25845,Chevrolet,Cobalt,LS Coupe 2D,Coupe,4,2.2,2,1,1,1
305,13310.059594793624,26143,Chevrolet,Cobalt,LS Coupe 2D,Coupe,4,2.2,2,1,1,1
306,13530.068644919618,27249,Chevrolet,Cobalt,LS Coupe 2D,Coupe,4,2.2,2,1,1,1
307,13019.071136453573,27942,Chevrolet,Cobalt,LS Coupe 2D,Coupe,4,2.2,2,1,1,1
308,12684.986226611096,29891,Chevrolet,Cobalt,LS Coupe 2D,Coupe,4,2.2,2,1,1,1
309,12553.07142791725,32844,Chevrolet,Cobalt,LS Coupe 2D,Coupe,4,2.2,2,1,1,1
310,14997.884336388788,8880,Chevrolet,Cobalt,LS Sedan 4D,Sedan,4,2.2,4,0,1,1
311,14847.044150852122,12980,Chevrolet,Cobalt,LS Sedan 4D,Sedan,4,2.2,4,0,1,1
312,15128.992235838634,13828,Chevrolet,Cobalt,LS Sedan 4D,Sedan,4,2.2,4,1,1,1
313,15000.99270989688,14504,Chevrolet,Cobalt,LS Sedan 4D,Sedan,4,2.2,4,0,1,1
314,14593.854095279934,18790,Chevrolet,Cobalt,LS Sedan 4D,Sedan,4,2.2,4,0,1,1
315,14304.741035362622,21128,Chevrolet,Cobalt,LS Sedan 4D,Sedan,4,2.2,4,0,1,1
316,13688.945675479255,21611,Chevrolet,Cobalt,LS Sedan 4D,Sedan,4,2.2,4,1,1,1
317,13744.849852131203,23748,Chevrolet,Cobalt,LS Sedan 4D,Sedan,4,2.2,4,0,1,1
318,13545.030896339302,27431,Chevrolet,Cobalt,LS Sedan 4D,Sedan,4,2.2,4,0,1,1
319,12741.190232560468,34815,Chevrolet,Cobalt,LS Sedan 4D,Sedan,4,2.2,4,0,1,1
320,16116.843916141055,865,Chevrolet,Cobalt,LT Sedan 4D,Sedan,4,2.2,4,1,1,1
321,16428.57898137274,9882,Chevrolet,Cobalt,LT Sedan 4D,Sedan,4,2.2,4,0,1,1
322,15084.815404267458,14824,Chevrolet,Cobalt,LT Sedan 4D,Sedan,4,2.2,4,1,1,1
323,15163.16985896439,17158,Chevrolet,Cobalt,LT Sedan 4D,Sedan,4,2.2,4,1,1,1
324,14897.04055257711,18210,Chevrolet,Cobalt,LT Sedan 4D,Sedan,4,2.2,4,1,1,1
325,14508.750085224072,18910,Chevrolet,Cobalt,LT Sedan 4D,Sedan,4,2.2,4,0,1,1
326,14418.165290908491,19818,Chevrolet,Cobalt,LT Sedan 4D,Sedan,4,2.2,4,0,1,1
327,14191.882277360612,21181,Chevrolet,Cobalt,LT Sedan 4D,Sedan,4,2.2,4,1,1,1
328,14401.906928808548,21527,Chevrolet,Cobalt,LT Sedan 4D,Sedan,4,2.2,4,0,1,1
329,14175.879078875229,21627,Chevrolet,Cobalt,LT Sedan 4D,Sedan,4,2.2,4,0,1,1
330,14429.78964270322,6114,Chevrolet,Cobalt,Sedan 4D,Sedan,4,2.2,4,1,1,1
331,14696.028989796523,6709,Chevrolet,Cobalt,Sedan 4D,Sedan,4,2.2,4,1,1,1
332,14582.76912229532,7115,Chevrolet,Cobalt,Sedan 4D,Sedan,4,2.2,4,1,1,1
333,14194.823603611081,9561,Chevrolet,Cobalt,Sedan 4D,Sedan,4,2.2,4,0,1,1
334,14072.135231941993,15233,Chevrolet,Cobalt,Sedan 4D,Sedan,4,2.2,4,0,1,1
335,13994.90645844595,17270,Chevrolet,Cobalt,Sedan 4D,Sedan,4,2.2,4,0,1,1
336,13830.249024720362,17594,Chevrolet,Cobalt,Sedan 4D,Sedan,4,2.2,4,0,1,1
337,13159.821544193223,22740,Chevrolet,Cobalt,Sedan 4D,Sedan,4,2.2,4,1,1,1
338,12495.97075121874,26204,Chevrolet,Cobalt,Sedan 4D,Sedan,4,2.2,4,0,1,1
339,12678.853974693986,28683,Chevrolet,Cobalt,Sedan 4D,Sedan,4,2.2,4,0,1,1
340,46732.60602963753,3625,Chevrolet,Corvette,Conv 2D,Convertible,8,6.0,2,1,1,1
341,47065.20991281345,5239,Chevrolet,Corvette,Conv 2D,Convertible,8,6.0,2,1,1,1
342,44749.6867932853,12115,Chevrolet,Corvette,Conv 2D,Convertible,8,6.0,2,1,0,1
343,42773.028390024716,14546,Chevrolet,Corvette,Conv 2D,Convertible,8,6.0,2,1,1,1
344,41371.379272735154,20000,Chevrolet,Corvette,Conv 2D,Convertible,8,6.0,2,1,0,1
345,39547.58789963887,23826,Chevrolet,Corvette,Conv 2D,Convertible,8,6.0,2,1,1,1
346,39691.727400947355,25169,Chevrolet,Corvette,Conv 2D,Convertible,8,6.0,2,1,1,1
347,38824.869085932136,25960,Chevrolet,Corvette,Conv 2D,Convertible,8,6.0,2,1,0,1
348,36970.89804744339,30502,Chevrolet,Corvette,Conv 2D,Convertible,8,6.0,2,1,1,1
349,37288.936737676915,32039,Chevrolet,Corvette,Conv 2D,Convertible,8,6.0,2,1,1,1
350,39875.85425532236,7054,Chevrolet,Corvette,Coupe 2D,Coupe,8,6.0,2,1,0,1
351,39713.66792193778,8967,Chevrolet,Corvette,Coupe 2D,Coupe,8,6.0,2,1,1,1
352,38990.60733462131,9410,Chevrolet,Corvette,Coupe 2D,Coupe,8,6.0,2,1,1,1
353,39092.18991832212,10717,Chevrolet,Corvette,Coupe 2D,Coupe,8,6.0,2,1,1,1
354,39365.883238486174,11619,Chevrolet,Corvette,Coupe 2D,Coupe,8,6.0,2,1,1,1
355,35261.43643068596,21350,Chevrolet,Corvette,Coupe 2D,Coupe,8,6.0,2,1,1,1
356,35575.417048945026,22740,Chevrolet,Corvette,Coupe 2D,Coupe,8,6.0,2,1,0,1
357,34297.305350299415,24259,Chevrolet,Corvette,Coupe 2D,Coupe,8,6.0,2,1,0,1
358,34739.21496039934,25747,Chevrolet,Corvette,Coupe 2D,Coupe,8,6.0,2,1,0,1
359,31186.741462750953,34191,Chevrolet,Corvette,Coupe 2D,Coupe,8,6.0,2,1,0,1
360,21757.049509257977,1853,Chevrolet,Impala,LS Sedan 4D,Sedan,6,3.8,4,1,0,0
361,19528.100433407402,14115,Chevrolet,Impala,LS Sedan 4D,Sedan,6,3.8,4,1,1,0
362,19075.678752202246,18198,Chevrolet,Impala,LS Sedan 4D,Sedan,6,3.8,4,1,0,1
363,19409.752607486684,18795,Chevrolet,Impala,LS Sedan 4D,Sedan,6,3.8,4,1,1,1
364,18527.208970563162,19874,Chevrolet,Impala,LS Sedan 4D,Sedan,6,3.8,4,1,1,0
365,18912.98159812827,21512,Chevrolet,Impala,LS Sedan 4D,Sedan,6,3.8,4,1,1,0
366,17839.800770592476,25453,Chevrolet,Impala,LS Sedan 4D,Sedan,6,3.8,4,1,0,1
367,17789.346730811456,26980,Chevrolet,Impala,LS Sedan 4D,Sedan,6,3.8,4,1,1,0
368,17294.18100131899,29368,Chevrolet,Impala,LS Sedan 4D,Sedan,6,3.8,4,1,1,0
369,18083.39629901458,29420,Chevrolet,Impala,LS Sedan 4D,Sedan,6,3.8,4,1,1,1
370,20021.195205526637,1787,Chevrolet,Impala,Sedan 4D,Sedan,6,3.8,4,1,0,0
371,18835.189761143938,8211,Chevrolet,Impala,Sedan 4D,Sedan,6,3.8,4,1,0,1
372,18727.50837668457,14054,Chevrolet,Impala,Sedan 4D,Sedan,6,3.8,4,1,1,1
373,16805.057392224036,19498,Chevrolet,Impala,Sedan 4D,Sedan,6,3.8,4,1,0,0
374,17154.576461652083,21567,Chevrolet,Impala,Sedan 4D,Sedan,6,3.8,4,1,0,1
375,16644.087873049095,22383,Chevrolet,Impala,Sedan 4D,Sedan,6,3.8,4,1,1,1
376,15951.81116907338,26070,Chevrolet,Impala,Sedan 4D,Sedan,6,3.8,4,1,1,1
377,16508.590694862418,27460,Chevrolet,Impala,Sedan 4D,Sedan,6,3.8,4,1,1,1
378,15832.518348177096,31202,Chevrolet,Impala,Sedan 4D,Sedan,6,3.8,4,1,1,1
379,15554.283129117843,33357,Chevrolet,Impala,Sedan 4D,Sedan,6,3.8,4,1,1,1
380,25948.96259404605,636,Chevrolet,Impala,SS Sedan 4D,Sedan,6,3.8,4,1,0,0
381,27714.05024513923,5379,Chevrolet,Impala,SS Sedan 4D,Sedan,6,3.8,4,1,1,0
382,25097.47324918414,14461,Chevrolet,Impala,SS Sedan 4D,Sedan,6,3.8,4,1,1,1
383,24809.042323622794,16111,Chevrolet,Impala,SS Sedan 4D,Sedan,6,3.8,4,1,0,0
384,23345.329069039977,22964,Chevrolet,Impala,SS Sedan 4D,Sedan,6,3.8,4,1,1,1
385,22894.438676148377,26272,Chevrolet,Impala,SS Sedan 4D,Sedan,6,3.8,4,1,1,1
386,22064.292185651004,27384,Chevrolet,Impala,SS Sedan 4D,Sedan,6,3.8,4,1,1,1
387,23151.546139787413,27940,Chevrolet,Impala,SS Sedan 4D,Sedan,6,3.8,4,1,0,0
388,22120.757764641294,28242,Chevrolet,Impala,SS Sedan 4D,Sedan,6,3.8,4,1,1,1
389,20294.5768249992,33892,Chevrolet,Impala,SS Sedan 4D,Sedan,6,3.8,4,1,0,0
390,18957.89004289539,5936,Chevrolet,Malibu,LS MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
391,18950.90698450008,8687,Chevrolet,Malibu,LS MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
392,17891.633775412956,17020,Chevrolet,Malibu,LS MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
393,17801.229528269934,19386,Chevrolet,Malibu,LS MAXX Hback 4D,Hatchback,6,3.5,4,1,1,1
394,16723.993881843784,19740,Chevrolet,Malibu,LS MAXX Hback 4D,Hatchback,6,3.5,4,1,1,1
395,16744.03025255065,21829,Chevrolet,Malibu,LS MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
396,16825.19088198965,23460,Chevrolet,Malibu,LS MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
397,16543.980137289574,24583,Chevrolet,Malibu,LS MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
398,16143.95729233925,26532,Chevrolet,Malibu,LS MAXX Hback 4D,Hatchback,6,3.5,4,1,1,1
399,14914.20128094401,33906,Chevrolet,Malibu,LS MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
400,19164.610627353864,1480,Chevrolet,Malibu,LS Sedan 4D,Sedan,6,3.5,4,1,1,1
401,18800.958898812325,7961,Chevrolet,Malibu,LS Sedan 4D,Sedan,6,3.5,4,0,1,1
402,17458.221529205068,15144,Chevrolet,Malibu,LS Sedan 4D,Sedan,6,3.5,4,1,1,1
403,17158.92199788114,21417,Chevrolet,Malibu,LS Sedan 4D,Sedan,6,3.5,4,0,1,1
404,16472.897647597852,21675,Chevrolet,Malibu,LS Sedan 4D,Sedan,6,3.5,4,1,1,1
405,16993.78032810997,23621,Chevrolet,Malibu,LS Sedan 4D,Sedan,6,3.5,4,0,1,1
406,16300.46523984847,25697,Chevrolet,Malibu,LS Sedan 4D,Sedan,6,3.5,4,1,1,1
407,15623.200273047718,27476,Chevrolet,Malibu,LS Sedan 4D,Sedan,6,3.5,4,0,1,1
408,15138.400824024171,32462,Chevrolet,Malibu,LS Sedan 4D,Sedan,6,3.5,4,0,1,1
409,15233.159870989046,32535,Chevrolet,Malibu,LS Sedan 4D,Sedan,6,3.5,4,0,1,1
410,19471.97485216742,6608,Chevrolet,Malibu,LT MAXX Hback 4D,Hatchback,6,3.5,4,1,1,1
411,18009.846031674955,15190,Chevrolet,Malibu,LT MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
412,18273.006133668972,16335,Chevrolet,Malibu,LT MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
413,18311.75630234126,17441,Chevrolet,Malibu,LT MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
414,17553.75368398393,18451,Chevrolet,Malibu,LT MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
415,18004.87041475353,18771,Chevrolet,Malibu,LT MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
416,17663.224952927827,19490,Chevrolet,Malibu,LT MAXX Hback 4D,Hatchback,6,3.5,4,1,1,1
417,17115.12203063917,24461,Chevrolet,Malibu,LT MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
418,16988.30306345216,24905,Chevrolet,Malibu,LT MAXX Hback 4D,Hatchback,6,3.5,4,1,1,1
419,16803.122749861242,25874,Chevrolet,Malibu,LT MAXX Hback 4D,Hatchback,6,3.5,4,1,1,1
420,19446.882940742766,932,Chevrolet,Malibu,LT Sedan 4D,Sedan,6,3.5,4,0,1,1
421,17119.45757241222,18277,Chevrolet,Malibu,LT Sedan 4D,Sedan,6,3.5,4,1,1,1
422,17316.096603441154,19593,Chevrolet,Malibu,LT Sedan 4D,Sedan,6,3.5,4,1,1,1
423,16860.870779421508,19883,Chevrolet,Malibu,LT Sedan 4D,Sedan,6,3.5,4,1,1,1
424,17312.907154336623,21420,Chevrolet,Malibu,LT Sedan 4D,Sedan,6,3.5,4,1,1,1
425,16403.253626802,23133,Chevrolet,Malibu,LT Sedan 4D,Sedan,6,3.5,4,1,1,1
426,16536.743875117245,24218,Chevrolet,Malibu,LT Sedan 4D,Sedan,6,3.5,4,1,1,1
427,16341.804099278343,25394,Chevrolet,Malibu,LT Sedan 4D,Sedan,6,3.5,4,0,1,1
428,16713.984689313012,26328,Chevrolet,Malibu,LT Sedan 4D,Sedan,6,3.5,4,1,1,1
429,16295.211437549026,28239,Chevrolet,Malibu,LT Sedan 4D,Sedan,6,3.5,4,0,1,1
430,18974.922029635447,5632,Chevrolet,Malibu,MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
431,18324.831925382317,7397,Chevrolet,Malibu,MAXX Hback 4D,Hatchback,6,3.5,4,1,1,1
432,19581.231413781265,7645,Chevrolet,Malibu,MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
433,18169.375482450127,14754,Chevrolet,Malibu,MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
434,17986.224090941716,17488,Chevrolet,Malibu,MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
435,17173.942321823502,18721,Chevrolet,Malibu,MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
436,16456.97464389781,20200,Chevrolet,Malibu,MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
437,16267.094889108734,21452,Chevrolet,Malibu,MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
438,16860.094325505925,22841,Chevrolet,Malibu,MAXX Hback 4D,Hatchback,6,3.5,4,1,1,1
439,16027.286487322983,22889,Chevrolet,Malibu,MAXX Hback 4D,Hatchback,6,3.5,4,0,1,1
440,17089.918829699338,8732,Chevrolet,Malibu,Sedan 4D,Sedan,6,3.5,4,0,1,1
441,17463.046080587952,11393,Chevrolet,Malibu,Sedan 4D,Sedan,6,3.5,4,1,1,1
442,17218.685749860088,14579,Chevrolet,Malibu,Sedan 4D,Sedan,6,3.5,4,1,1,1
443,17162.478255375154,15903,Chevrolet,Malibu,Sedan 4D,Sedan,6,3.5,4,0,1,1
444,16507.070267488147,17451,Chevrolet,Malibu,Sedan 4D,Sedan,6,3.5,4,0,1,1
445,16752.514403252233,18562,Chevrolet,Malibu,Sedan 4D,Sedan,6,3.5,4,1,1,1
446,16646.77079926519,20154,Chevrolet,Malibu,Sedan 4D,Sedan,6,3.5,4,0,1,1
447,15623.919764575568,21272,Chevrolet,Malibu,Sedan 4D,Sedan,6,3.5,4,1,1,1
448,15664.624904754555,25787,Chevrolet,Malibu,Sedan 4D,Sedan,6,3.5,4,1,1,1
449,15680.864426006368,25956,Chevrolet,Malibu,Sedan 4D,Sedan,6,3.5,4,0,1,1
450,18800.093102594285,5827,Chevrolet,Monte Carlo,LS Coupe 2D,Coupe,6,3.8,2,1,0,0
451,18910.804285992224,8345,Chevrolet,Monte Carlo,LS Coupe 2D,Coupe,6,3.8,2,1,0,1
452,19177.41206351128,10414,Chevrolet,Monte Carlo,LS Coupe 2D,Coupe,6,3.8,2,1,1,0
453,18040.144006468847,11647,Chevrolet,Monte Carlo,LS Coupe 2D,Coupe,6,3.8,2,1,0,1
454,17685.20099493158,15898,Chevrolet,Monte Carlo,LS Coupe 2D,Coupe,6,3.8,2,1,0,0
455,17515.397589428932,18602,Chevrolet,Monte Carlo,LS Coupe 2D,Coupe,6,3.8,2,1,0,0
456,16357.992321669166,23491,Chevrolet,Monte Carlo,LS Coupe 2D,Coupe,6,3.8,2,1,1,0
457,16345.943746906478,25931,Chevrolet,Monte Carlo,LS Coupe 2D,Coupe,6,3.8,2,1,1,0
458,15797.195760383142,26700,Chevrolet,Monte Carlo,LS Coupe 2D,Coupe,6,3.8,2,1,1,0
459,15503.508796169486,33345,Chevrolet,Monte Carlo,LS Coupe 2D,Coupe,6,3.8,2,1,0,0
460,21745.029440943275,7065,Chevrolet,Monte Carlo,LT Coupe 2D,Coupe,6,3.8,2,1,1,0
461,21725.010749051802,13457,Chevrolet,Monte Carlo,LT Coupe 2D,Coupe,6,3.8,2,1,1,0
462,22384.118691771444,14788,Chevrolet,Monte Carlo,LT Coupe 2D,Coupe,6,3.8,2,1,1,1
463,20537.141718120412,16950,Chevrolet,Monte Carlo,LT Coupe 2D,Coupe,6,3.8,2,1,0,0
464,21233.911355974975,17337,Chevrolet,Monte Carlo,LT Coupe 2D,Coupe,6,3.8,2,1,1,1
465,20676.165510948424,18021,Chevrolet,Monte Carlo,LT Coupe 2D,Coupe,6,3.8,2,1,0,1
466,20839.14996546553,22152,Chevrolet,Monte Carlo,LT Coupe 2D,Coupe,6,3.8,2,1,1,1
467,20017.96843018728,22729,Chevrolet,Monte Carlo,LT Coupe 2D,Coupe,6,3.8,2,1,0,0
468,18876.87065367794,27218,Chevrolet,Monte Carlo,LT Coupe 2D,Coupe,6,3.8,2,1,1,0
469,17586.92858269765,39049,Chevrolet,Monte Carlo,LT Coupe 2D,Coupe,6,3.8,2,1,0,1
470,23573.82200220148,12466,Chevrolet,Monte Carlo,SS Coupe 2D,Coupe,6,3.8,2,1,1,0
471,23527.72850249455,14948,Chevrolet,Monte Carlo,SS Coupe 2D,Coupe,6,3.8,2,1,1,0
472,22113.62802409099,21992,Chevrolet,Monte Carlo,SS Coupe 2D,Coupe,6,3.8,2,1,1,0
473,22470.3584295684,22626,Chevrolet,Monte Carlo,SS Coupe 2D,Coupe,6,3.8,2,1,1,0
474,20619.114010224228,24067,Chevrolet,Monte Carlo,SS Coupe 2D,Coupe,6,3.8,2,1,0,0
475,20047.95136122619,24665,Chevrolet,Monte Carlo,SS Coupe 2D,Coupe,6,3.8,2,1,1,0
476,21525.339008345753,25020,Chevrolet,Monte Carlo,SS Coupe 2D,Coupe,6,3.8,2,1,1,1
477,20382.15030956894,25240,Chevrolet,Monte Carlo,SS Coupe 2D,Coupe,6,3.8,2,1,1,1
478,21020.83677660621,25550,Chevrolet,Monte Carlo,SS Coupe 2D,Coupe,6,3.8,2,1,1,1
479,20221.808811282426,26223,Chevrolet,Monte Carlo,SS Coupe 2D,Coupe,6,3.8,2,1,1,1
480,25452.473854576958,11892,Pontiac,Bonneville,GXP Sedan 4D,Sedan,8,4.6,4,1,0,1
481,23449.30632576503,17273,Pontiac,Bonneville,GXP Sedan 4D,Sedan,8,4.6,4,1,0,1
482,23578.164860671463,19148,Pontiac,Bonneville,GXP Sedan 4D,Sedan,8,4.6,4,1,0,1
483,22525.269721502726,19521,Pontiac,Bonneville,GXP Sedan 4D,Sedan,8,4.6,4,1,1,1
484,21982.647708265347,20472,Pontiac,Bonneville,GXP Sedan 4D,Sedan,8,4.6,4,1,1,1
485,22231.56315149434,21929,Pontiac,Bonneville,GXP Sedan 4D,Sedan,8,4.6,4,1,1,1
486,22189.115971083316,25651,Pontiac,Bonneville,GXP Sedan 4D,Sedan,8,4.6,4,1,0,1
487,21765.06657922497,25794,Pontiac,Bonneville,GXP Sedan 4D,Sedan,8,4.6,4,1,0,1
488,21403.756422337516,27168,Pontiac,Bonneville,GXP Sedan 4D,Sedan,8,4.6,4,1,0,1
489,21200.690207226606,31197,Pontiac,Bonneville,GXP Sedan 4D,Sedan,8,4.6,4,1,1,1
490,19682.035010648502,11554,Pontiac,Bonneville,SE Sedan 4D,Sedan,6,3.8,4,1,0,1
491,18678.41412273828,16496,Pontiac,Bonneville,SE Sedan 4D,Sedan,6,3.8,4,1,1,0
492,20318.89097313137,17583,Pontiac,Bonneville,SE Sedan 4D,Sedan,6,3.8,4,1,1,0
493,20127.04418474929,18419,Pontiac,Bonneville,SE Sedan 4D,Sedan,6,3.8,4,1,1,1
494,19751.041430835972,20510,Pontiac,Bonneville,SE Sedan 4D,Sedan,6,3.8,4,1,0,1
495,17844.730770783768,21121,Pontiac,Bonneville,SE Sedan 4D,Sedan,6,3.8,4,1,1,0
496,18856.01869055591,22423,Pontiac,Bonneville,SE Sedan 4D,Sedan,6,3.8,4,1,1,0
497,18566.070703281017,24747,Pontiac,Bonneville,SE Sedan 4D,Sedan,6,3.8,4,1,1,1
498,18063.004910852906,27574,Pontiac,Bonneville,SE Sedan 4D,Sedan,6,3.8,4,1,0,0
499,17768.059505432895,28385,Pontiac,Bonneville,SE Sedan 4D,Sedan,6,3.8,4,1,1,1
500,23197.43678997446,2295,Pontiac,Bonneville,SLE Sedan 4D,Sedan,6,3.8,4,1,1,1
501,23102.022367248082,5653,Pontiac,Bonneville,SLE Sedan 4D,Sedan,6,3.8,4,1,0,0
502,22460.529996304223,8928,Pontiac,Bonneville,SLE Sedan 4D,Sedan,6,3.8,4,1,0,1
503,21607.772565554827,11069,Pontiac,Bonneville,SLE Sedan 4D,Sedan,6,3.8,4,1,0,1
504,22004.930437536746,15516,Pontiac,Bonneville,SLE Sedan 4D,Sedan,6,3.8,4,1,1,1
505,20830.994296064724,19419,Pontiac,Bonneville,SLE Sedan 4D,Sedan,6,3.8,4,1,1,0
506,20109.904121274983,22891,Pontiac,Bonneville,SLE Sedan 4D,Sedan,6,3.8,4,1,1,1
507,19116.1310873998,26252,Pontiac,Bonneville,SLE Sedan 4D,Sedan,6,3.8,4,1,0,1
508,19689.740844004376,27077,Pontiac,Bonneville,SLE Sedan 4D,Sedan,6,3.8,4,1,1,0
509,19338.37599757276,27966,Pontiac,Bonneville,SLE Sedan 4D,Sedan,6,3.8,4,1,0,1
510,21903.322617519607,4537,Pontiac,G6,GT Sedan 4D,Sedan,6,3.5,4,1,1,0
511,22736.834468871864,5690,Pontiac,G6,GT Sedan 4D,Sedan,6,3.5,4,1,1,1
512,22104.97357130785,9049,Pontiac,G6,GT Sedan 4D,Sedan,6,3.5,4,1,1,1
513,22311.04951296209,11221,Pontiac,G6,GT Sedan 4D,Sedan,6,3.5,4,1,1,1
514,21875.097630829918,12313,Pontiac,G6,GT Sedan 4D,Sedan,6,3.5,4,1,0,1
